sentence,head,tail,head_offset,tail_offset,head_type,tail_type
树的查找的核心特征是从树的根节点开始，按照某种特定规则（如二叉排序树的比较大小规则等）沿着树的分支逐步向下查找目标元素，通过,排序,根节点,31,13,CON,CON
树的查找的核心特征是从树的根节点开始，按照某种特定规则（如二叉排序树的比较大小规则等）沿着树的分支逐步向下查找目标元素，通过,排序,查找,31,53,CON,CON
树的查找的核心特征是从树的根节点开始，按照某种特定规则（如二叉排序树的比较大小规则等）沿着树的分支逐步向下查找目标元素，通过,根节点,查找,13,53,CON,CON
指针的核心性质是其存储的是变量的内存地址，通过该地址能够直接访问和操作所指向变量的值,指针,访问,0,30,CON,CON
指针是一种变量，其值为内存中另一个变量的地址，通过它可以间接访问和操作该内存地址所存储的数据,指针,访问,0,30,CON,CON
子节点是树结构中与父节点直接相连且处于较低层次的节点，它具有依赖于父节点的层级关系并可能有自己的子节点从而形成树形结构,父节点,子节点,33,0,CON,CON
子节点是树结构中与父节点直接相连且处于较低层次的节点，它具有依赖于父节点的层级关系并可能有自己的子节点从而形成树形结构,父节点,子节点,33,48,CON,CON
子节点是树结构中与父节点直接相连且处于较低层次的节点，它具有依赖于父节点的层级关系并可能有自己的子节点从而形成树形结构,父节点,父节点,33,9,CON,CON
子节点是树结构中与父节点直接相连且处于较低层次的节点，它具有依赖于父节点的层级关系并可能有自己的子节点从而形成树形结构,子节点,子节点,0,48,CON,CON
子节点是树结构中与父节点直接相连且处于较低层次的节点，它具有依赖于父节点的层级关系并可能有自己的子节点从而形成树形结构,子节点,父节点,0,9,CON,CON
子节点是树结构中与父节点直接相连且处于较低层次的节点，它具有依赖于父节点的层级关系并可能有自己的子节点从而形成树形结构,子节点,父节点,48,9,CON,CON
存储结构是指数据元素及其关系在计算机存储器中的表示，包括数据元素的表示和关系的表示,存储结构,数据元素,0,28,CON,CON
存储结构是指数据元素及其关系在计算机存储器中的表示，包括数据元素的表示和关系的表示,存储结构,数据元素,0,6,CON,CON
存储结构是指数据元素及其关系在计算机存储器中的表示，包括数据元素的表示和关系的表示,数据元素,数据元素,28,6,CON,CON
树的深度是从根节点开始自顶向下逐层累加，到最远叶子节点所经过的节点数,树的深度,叶子节点,0,23,CON,CON
树的深度是从根节点开始自顶向下逐层累加，到最远叶子节点所经过的节点数,树的深度,根节点,0,6,CON,CON
树的深度是从根节点开始自顶向下逐层累加，到最远叶子节点所经过的节点数,叶子节点,根节点,23,6,CON,CON
根节点是树结构中处于顶层无父节点的起始节点,父节点,根节点,13,0,CON,CON
堆排序是一种基于堆数据结构的排序算法，它通过构建最大堆或最小堆，将堆顶元素与末尾元素交换，然后调整剩余元素形成新堆，重复此,堆排序,堆,0,56,CON,CON
堆排序是一种基于堆数据结构的排序算法，它通过构建最大堆或最小堆，将堆顶元素与末尾元素交换，然后调整剩余元素形成新堆，重复此,堆排序,堆,0,30,CON,CON
堆排序是一种基于堆数据结构的排序算法，它通过构建最大堆或最小堆，将堆顶元素与末尾元素交换，然后调整剩余元素形成新堆，重复此,堆排序,排序,0,14,CON,CON
堆排序是一种基于堆数据结构的排序算法，它通过构建最大堆或最小堆，将堆顶元素与末尾元素交换，然后调整剩余元素形成新堆，重复此,堆排序,堆,0,8,CON,CON
堆排序是一种基于堆数据结构的排序算法，它通过构建最大堆或最小堆，将堆顶元素与末尾元素交换，然后调整剩余元素形成新堆，重复此,堆,堆,56,30,CON,CON
堆排序是一种基于堆数据结构的排序算法，它通过构建最大堆或最小堆，将堆顶元素与末尾元素交换，然后调整剩余元素形成新堆，重复此,堆,排序,56,14,CON,CON
堆排序是一种基于堆数据结构的排序算法，它通过构建最大堆或最小堆，将堆顶元素与末尾元素交换，然后调整剩余元素形成新堆，重复此,堆,堆,56,8,CON,CON
堆排序是一种基于堆数据结构的排序算法，它通过构建最大堆或最小堆，将堆顶元素与末尾元素交换，然后调整剩余元素形成新堆，重复此,堆,排序,30,14,CON,CON
堆排序是一种基于堆数据结构的排序算法，它通过构建最大堆或最小堆，将堆顶元素与末尾元素交换，然后调整剩余元素形成新堆，重复此,堆,堆,30,8,CON,CON
堆排序是一种基于堆数据结构的排序算法，它通过构建最大堆或最小堆，将堆顶元素与末尾元素交换，然后调整剩余元素形成新堆，重复此,排序,堆,14,8,CON,CON
堆是一种满足父节点键值与子节点键值特定关系的完全二叉树,子节点,完全二叉树,12,22,CON,CON
堆是一种满足父节点键值与子节点键值特定关系的完全二叉树,子节点,父节点,12,6,CON,CON
堆是一种满足父节点键值与子节点键值特定关系的完全二叉树,完全二叉树,父节点,22,6,CON,CON
映射的核心特征是对于集合A中的任意一个元素，在集合B中都有唯一确定的元素与之对应,集合,映射,23,0,CON,CON
映射的核心特征是对于集合A中的任意一个元素，在集合B中都有唯一确定的元素与之对应,集合,集合,23,10,CON,CON
映射的核心特征是对于集合A中的任意一个元素，在集合B中都有唯一确定的元素与之对应,映射,集合,0,10,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,指针,头节点,47,52,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,指针,线性表,47,11,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,指针,链表,47,63,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,指针,单链表,47,0,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,指针,访问,47,59,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,指针,数据元素,47,32,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,指针,指针,47,56,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,头节点,线性表,52,11,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,头节点,链表,52,63,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,头节点,单链表,52,0,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,头节点,访问,52,59,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,头节点,数据元素,52,32,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,头节点,指针,52,56,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,线性表,链表,11,63,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,线性表,单链表,11,0,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,线性表,访问,11,59,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,线性表,数据元素,11,32,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,线性表,指针,11,56,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,链表,单链表,63,0,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,链表,访问,63,59,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,链表,数据元素,63,32,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,链表,指针,63,56,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,单链表,访问,0,59,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,单链表,数据元素,0,32,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,单链表,指针,0,56,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,访问,数据元素,59,32,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,访问,指针,59,56,CON,CON
单链表是一种链式存储的线性表，它由多个节点组成，每个节点包含一个数据元素和一个指向下一个节点的指针，通过头节点的指针来访问整个链表,数据元素,指针,32,56,CON,CON
有向图是由顶点集和有向边集组成的一种图结构其中有向边是顶点的有序对表示从一个顶点到另一个顶点的单向连接,图,有向图,18,0,CON,CON
稳定性是指在数据结构中，对于相等的元素，在排序前后它们的相对顺序保持不变的特性,排序,稳定性,21,0,CON,CON
顺序表是用一组地址连续的存储单元依次存储线性表中的数据元素，使得逻辑上相邻的元素在物理位置上也相邻的数据结构,线性表,数据元素,20,25,CON,CON
叶子节点是树结构中没有子节点的节点,叶子节点,子节点,0,11,CON,CON
简单排序是对数据序列通过比较和交换等操作逐步将元素按特定顺序排列的排序方法,排序,简单排序,33,0,CON,CON
映射具有对于集合A中的任意一个元素在集合B中都有唯一确定的元素与之对应这一核心性质,集合,映射,6,0,CON,CON
映射具有对于集合A中的任意一个元素在集合B中都有唯一确定的元素与之对应这一核心性质,集合,集合,6,18,CON,CON
映射具有对于集合A中的任意一个元素在集合B中都有唯一确定的元素与之对应这一核心性质,映射,集合,0,18,CON,CON
存储结构是指数据元素及其关系在计算机存储器中的表示方式，它具有能体现数据元素间逻辑关系、规定数据的存储方式及相关操作等特点,存储结构,数据元素,0,6,CON,CON
存储结构是指数据元素及其关系在计算机存储器中的表示方式，它具有能体现数据元素间逻辑关系、规定数据的存储方式及相关操作等特点,存储结构,数据元素,0,34,CON,CON
存储结构是指数据元素及其关系在计算机存储器中的表示方式，它具有能体现数据元素间逻辑关系、规定数据的存储方式及相关操作等特点,数据元素,数据元素,6,34,CON,CON
插入排序是将未排序数据插入到已排序序列的合适位置的排序算法，其特点的核心性质是比较相邻元素，如果顺序错误就把它们交换过来，重复此步骤,插入,排序,11,7,CON,CON
插入排序是将未排序数据插入到已排序序列的合适位置的排序算法，其特点的核心性质是比较相邻元素，如果顺序错误就把它们交换过来，重复此步骤,插入,排序,11,15,CON,CON
插入排序是将未排序数据插入到已排序序列的合适位置的排序算法，其特点的核心性质是比较相邻元素，如果顺序错误就把它们交换过来，重复此步骤,插入,排序,11,25,CON,CON
插入排序是将未排序数据插入到已排序序列的合适位置的排序算法，其特点的核心性质是比较相邻元素，如果顺序错误就把它们交换过来，重复此步骤,插入,插入排序,11,0,CON,CON
插入排序是将未排序数据插入到已排序序列的合适位置的排序算法，其特点的核心性质是比较相邻元素，如果顺序错误就把它们交换过来，重复此步骤,排序,排序,7,15,CON,CON
插入排序是将未排序数据插入到已排序序列的合适位置的排序算法，其特点的核心性质是比较相邻元素，如果顺序错误就把它们交换过来，重复此步骤,排序,排序,7,25,CON,CON
插入排序是将未排序数据插入到已排序序列的合适位置的排序算法，其特点的核心性质是比较相邻元素，如果顺序错误就把它们交换过来，重复此步骤,排序,插入排序,7,0,CON,CON
插入排序是将未排序数据插入到已排序序列的合适位置的排序算法，其特点的核心性质是比较相邻元素，如果顺序错误就把它们交换过来，重复此步骤,排序,排序,15,25,CON,CON
插入排序是将未排序数据插入到已排序序列的合适位置的排序算法，其特点的核心性质是比较相邻元素，如果顺序错误就把它们交换过来，重复此步骤,排序,插入排序,15,0,CON,CON
插入排序是将未排序数据插入到已排序序列的合适位置的排序算法，其特点的核心性质是比较相邻元素，如果顺序错误就把它们交换过来，重复此步骤,排序,插入排序,25,0,CON,CON
图的边是连接图中两个顶点的线或弧其表示顶点之间的某种关系并且在有向图中边具有方向无向图中边无方向且边可能具有,有向图,无向图,31,40,CON,CON
图的边是连接图中两个顶点的线或弧其表示顶点之间的某种关系并且在有向图中边具有方向无向图中边无方向且边可能具有,有向图,图的边,31,0,CON,CON
图的边是连接图中两个顶点的线或弧其表示顶点之间的某种关系并且在有向图中边具有方向无向图中边无方向且边可能具有,无向图,图的边,40,0,CON,CON
数据类型的完整定义是对数据的取值范围、数据元素之间的逻辑关系以及在这些数据上所允许进行的操作的明确规定,数据类型,数据元素,0,19,CON,CON
线性结构是一种数据元素之间存在一对一线性关系的数据结构，其特点为数据元素按顺序排列，有唯一的开始元素和结束元素，除开始和结束元素外每个元素,线性结构,数据元素,0,7,CON,CON
线性结构是一种数据元素之间存在一对一线性关系的数据结构，其特点为数据元素按顺序排列，有唯一的开始元素和结束元素，除开始和结束元素外每个元素,线性结构,数据元素,0,32,CON,CON
线性结构是一种数据元素之间存在一对一线性关系的数据结构，其特点为数据元素按顺序排列，有唯一的开始元素和结束元素，除开始和结束元素外每个元素,数据元素,数据元素,7,32,CON,CON
数据逻辑结构核心概念是数据元素间逻辑关系,数据元素,逻辑结构,11,2,CON,CON
满二叉树是一棵深度为k且有2^k - 1个节点的二叉树，其中每一层的节点数都达到了该层所能容纳的最大值,满二叉树,二叉树,0,24,CON,CON
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,排序,数据元素,10,52,CON,CON
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,排序,排序,10,49,CON,CON
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,排序,数据元素,10,13,CON,CON
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,排序,选择排序,10,0,CON,CON
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,数据元素,排序,52,49,CON,CON
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,数据元素,数据元素,52,13,CON,CON
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,数据元素,选择排序,52,0,CON,CON
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,排序,数据元素,49,13,CON,CON
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,排序,选择排序,49,0,CON,CON
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,数据元素,选择排序,13,0,CON,CON
有向图是由顶点集和有向边集组成的一种图结构其中有向边是顶点的有序对表示从一个顶点到另一个顶点的单向连接,图,有向图,18,0,CON,CON
线性表的核心特征是存在唯一的一个被称作“第一个”的数据元素，存在唯一的一个被称作“最后一个”的数据元素，除第一个元素外，集合中的每个数据,数据元素,数据元素,25,47,CON,CON
线性表的核心特征是存在唯一的一个被称作“第一个”的数据元素，存在唯一的一个被称作“最后一个”的数据元素，除第一个元素外，集合中的每个数据,数据元素,线性表,25,0,CON,CON
线性表的核心特征是存在唯一的一个被称作“第一个”的数据元素，存在唯一的一个被称作“最后一个”的数据元素，除第一个元素外，集合中的每个数据,数据元素,集合,25,60,CON,CON
线性表的核心特征是存在唯一的一个被称作“第一个”的数据元素，存在唯一的一个被称作“最后一个”的数据元素，除第一个元素外，集合中的每个数据,数据元素,线性表,47,0,CON,CON
线性表的核心特征是存在唯一的一个被称作“第一个”的数据元素，存在唯一的一个被称作“最后一个”的数据元素，除第一个元素外，集合中的每个数据,数据元素,集合,47,60,CON,CON
线性表的核心特征是存在唯一的一个被称作“第一个”的数据元素，存在唯一的一个被称作“最后一个”的数据元素，除第一个元素外，集合中的每个数据,线性表,集合,0,60,CON,CON
树中一个节点的子树个数称为该节点的度，树中所有节点度的最大值称为树的度,树的度,子树,32,7,CON,CON
抽象数据类型具有数据对象、数据关系和基本操作这三个核心性质，数据对象是所操作数据的集合，数据关系定义了数据对象间的关系，基本操作是对,集合,抽象数据类型,41,0,CON,CON
无向图是一种图结构，其中边没有方向，任意两个顶点之间的边是双向的，即若存在连接顶点u和顶点v的边，则从u到v和,图,无向图,6,0,CON,CON
树的节点具有一个父节点（根节点无父节点），可以有零个或多个子节点，每个节点通过边与父节点和子节点相连，且节点之间具有,父节点,树的节点,16,0,CON,CON
树的节点具有一个父节点（根节点无父节点），可以有零个或多个子节点，每个节点通过边与父节点和子节点相连，且节点之间具有,父节点,父节点,16,8,CON,CON
树的节点具有一个父节点（根节点无父节点），可以有零个或多个子节点，每个节点通过边与父节点和子节点相连，且节点之间具有,父节点,子节点,16,29,CON,CON
树的节点具有一个父节点（根节点无父节点），可以有零个或多个子节点，每个节点通过边与父节点和子节点相连，且节点之间具有,父节点,父节点,16,41,CON,CON
树的节点具有一个父节点（根节点无父节点），可以有零个或多个子节点，每个节点通过边与父节点和子节点相连，且节点之间具有,父节点,子节点,16,45,CON,CON
树的节点具有一个父节点（根节点无父节点），可以有零个或多个子节点，每个节点通过边与父节点和子节点相连，且节点之间具有,父节点,根节点,16,12,CON,CON
树的节点具有一个父节点（根节点无父节点），可以有零个或多个子节点，每个节点通过边与父节点和子节点相连，且节点之间具有,树的节点,父节点,0,8,CON,CON
树的节点具有一个父节点（根节点无父节点），可以有零个或多个子节点，每个节点通过边与父节点和子节点相连，且节点之间具有,树的节点,子节点,0,29,CON,CON
树的节点具有一个父节点（根节点无父节点），可以有零个或多个子节点，每个节点通过边与父节点和子节点相连，且节点之间具有,树的节点,父节点,0,41,CON,CON
树的节点具有一个父节点（根节点无父节点），可以有零个或多个子节点，每个节点通过边与父节点和子节点相连，且节点之间具有,树的节点,子节点,0,45,CON,CON
树的节点具有一个父节点（根节点无父节点），可以有零个或多个子节点，每个节点通过边与父节点和子节点相连，且节点之间具有,树的节点,根节点,0,12,CON,CON
树的节点具有一个父节点（根节点无父节点），可以有零个或多个子节点，每个节点通过边与父节点和子节点相连，且节点之间具有,父节点,子节点,8,29,CON,CON
树的节点具有一个父节点（根节点无父节点），可以有零个或多个子节点，每个节点通过边与父节点和子节点相连，且节点之间具有,父节点,父节点,8,41,CON,CON
树的节点具有一个父节点（根节点无父节点），可以有零个或多个子节点，每个节点通过边与父节点和子节点相连，且节点之间具有,父节点,子节点,8,45,CON,CON
树的节点具有一个父节点（根节点无父节点），可以有零个或多个子节点，每个节点通过边与父节点和子节点相连，且节点之间具有,父节点,根节点,8,12,CON,CON
树的节点具有一个父节点（根节点无父节点），可以有零个或多个子节点，每个节点通过边与父节点和子节点相连，且节点之间具有,子节点,父节点,29,41,CON,CON
树的节点具有一个父节点（根节点无父节点），可以有零个或多个子节点，每个节点通过边与父节点和子节点相连，且节点之间具有,子节点,子节点,29,45,CON,CON
树的节点具有一个父节点（根节点无父节点），可以有零个或多个子节点，每个节点通过边与父节点和子节点相连，且节点之间具有,子节点,根节点,29,12,CON,CON
树的节点具有一个父节点（根节点无父节点），可以有零个或多个子节点，每个节点通过边与父节点和子节点相连，且节点之间具有,父节点,子节点,41,45,CON,CON
树的节点具有一个父节点（根节点无父节点），可以有零个或多个子节点，每个节点通过边与父节点和子节点相连，且节点之间具有,父节点,根节点,41,12,CON,CON
树的节点具有一个父节点（根节点无父节点），可以有零个或多个子节点，每个节点通过边与父节点和子节点相连，且节点之间具有,子节点,根节点,45,12,CON,CON
邻接表是一种用于表示图的数据结构，它通过为图中的每个顶点建立一个链表，链表中存储与该顶点相邻接的顶点，从而直观地反映图中各,链表,链表,32,35,CON,CON
邻接表是一种用于表示图的数据结构，它通过为图中的每个顶点建立一个链表，链表中存储与该顶点相邻接的顶点，从而直观地反映图中各,链表,邻接表,32,0,CON,CON
邻接表是一种用于表示图的数据结构，它通过为图中的每个顶点建立一个链表，链表中存储与该顶点相邻接的顶点，从而直观地反映图中各,链表,邻接表,35,0,CON,CON
树的高度是从根节点到最远叶节点的最长简单路径长度,树的高度,路径,0,20,CON,CON
树的高度是从根节点到最远叶节点的最长简单路径长度,树的高度,根节点,0,6,CON,CON
树的高度是从根节点到最远叶节点的最长简单路径长度,路径,根节点,20,6,CON,CON
简单排序是对数据元素序列通过比较和交换等操作逐步将其排列成有序序列的排序方法,排序,数据元素,34,6,CON,CON
简单排序是对数据元素序列通过比较和交换等操作逐步将其排列成有序序列的排序方法,排序,简单排序,34,0,CON,CON
简单排序是对数据元素序列通过比较和交换等操作逐步将其排列成有序序列的排序方法,数据元素,简单排序,6,0,CON,CON
树是一种非线性的数据结构，它有一个根节点，根节点可以有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，,子节点,根节点,38,21,CON,CON
树是一种非线性的数据结构，它有一个根节点，根节点可以有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，,子节点,子节点,38,32,CON,CON
树是一种非线性的数据结构，它有一个根节点，根节点可以有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，,子节点,根节点,38,17,CON,CON
树是一种非线性的数据结构，它有一个根节点，根节点可以有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，,子节点,子节点,38,50,CON,CON
树是一种非线性的数据结构，它有一个根节点，根节点可以有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，,根节点,子节点,21,32,CON,CON
树是一种非线性的数据结构，它有一个根节点，根节点可以有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，,根节点,根节点,21,17,CON,CON
树是一种非线性的数据结构，它有一个根节点，根节点可以有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，,根节点,子节点,21,50,CON,CON
树是一种非线性的数据结构，它有一个根节点，根节点可以有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，,子节点,根节点,32,17,CON,CON
树是一种非线性的数据结构，它有一个根节点，根节点可以有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，,子节点,子节点,32,50,CON,CON
树是一种非线性的数据结构，它有一个根节点，根节点可以有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，,根节点,子节点,17,50,CON,CON
顺序表是一种线性表，其特点是逻辑上相邻的元素在物理存储位置上也相邻，它具有随机访问特性可通过下标直接定位元素且存储空间连续紧凑,访问,线性表,39,6,CON,CON
深度优先搜索是按路径延伸到最深层再回溯的搜索方法,路径,深度优先搜索,8,0,CON,CON
选择排序的核心性质是在未排序序列中找到最小（大）元素，存放到排序序列的起始位置，然后再从剩余未排序元素中继续寻找最小（大）,排序,排序,12,47,CON,CON
选择排序的核心性质是在未排序序列中找到最小（大）元素，存放到排序序列的起始位置，然后再从剩余未排序元素中继续寻找最小（大）,排序,排序,12,30,CON,CON
选择排序的核心性质是在未排序序列中找到最小（大）元素，存放到排序序列的起始位置，然后再从剩余未排序元素中继续寻找最小（大）,排序,选择排序,12,0,CON,CON
选择排序的核心性质是在未排序序列中找到最小（大）元素，存放到排序序列的起始位置，然后再从剩余未排序元素中继续寻找最小（大）,排序,排序,47,30,CON,CON
选择排序的核心性质是在未排序序列中找到最小（大）元素，存放到排序序列的起始位置，然后再从剩余未排序元素中继续寻找最小（大）,排序,选择排序,47,0,CON,CON
选择排序的核心性质是在未排序序列中找到最小（大）元素，存放到排序序列的起始位置，然后再从剩余未排序元素中继续寻找最小（大）,排序,选择排序,30,0,CON,CON
二叉树每个节点最多有两个子节点且有特定层次结构,子节点,二叉树,12,0,CON,CON
二叉树遍历的核心特征是按照某种特定顺序访问二叉树中的每个节点且每个节点仅被访问一次，遍历顺序包括前序遍历（根节点、左子树、右,访问,遍历,19,3,CON,CON
二叉树遍历的核心特征是按照某种特定顺序访问二叉树中的每个节点且每个节点仅被访问一次，遍历顺序包括前序遍历（根节点、左子树、右,访问,二叉树,19,21,CON,CON
二叉树遍历的核心特征是按照某种特定顺序访问二叉树中的每个节点且每个节点仅被访问一次，遍历顺序包括前序遍历（根节点、左子树、右,访问,遍历,19,50,CON,CON
二叉树遍历的核心特征是按照某种特定顺序访问二叉树中的每个节点且每个节点仅被访问一次，遍历顺序包括前序遍历（根节点、左子树、右,访问,二叉树,19,0,CON,CON
二叉树遍历的核心特征是按照某种特定顺序访问二叉树中的每个节点且每个节点仅被访问一次，遍历顺序包括前序遍历（根节点、左子树、右,访问,左子树,19,57,CON,CON
二叉树遍历的核心特征是按照某种特定顺序访问二叉树中的每个节点且每个节点仅被访问一次，遍历顺序包括前序遍历（根节点、左子树、右,访问,访问,19,37,CON,CON
二叉树遍历的核心特征是按照某种特定顺序访问二叉树中的每个节点且每个节点仅被访问一次，遍历顺序包括前序遍历（根节点、左子树、右,访问,遍历,19,42,CON,CON
二叉树遍历的核心特征是按照某种特定顺序访问二叉树中的每个节点且每个节点仅被访问一次，遍历顺序包括前序遍历（根节点、左子树、右,访问,根节点,19,53,CON,CON
二叉树遍历的核心特征是按照某种特定顺序访问二叉树中的每个节点且每个节点仅被访问一次，遍历顺序包括前序遍历（根节点、左子树、右,遍历,二叉树,3,21,CON,CON
二叉树遍历的核心特征是按照某种特定顺序访问二叉树中的每个节点且每个节点仅被访问一次，遍历顺序包括前序遍历（根节点、左子树、右,遍历,遍历,3,50,CON,CON
二叉树遍历的核心特征是按照某种特定顺序访问二叉树中的每个节点且每个节点仅被访问一次，遍历顺序包括前序遍历（根节点、左子树、右,遍历,二叉树,3,0,CON,CON
二叉树遍历的核心特征是按照某种特定顺序访问二叉树中的每个节点且每个节点仅被访问一次，遍历顺序包括前序遍历（根节点、左子树、右,遍历,左子树,3,57,CON,CON
二叉树遍历的核心特征是按照某种特定顺序访问二叉树中的每个节点且每个节点仅被访问一次，遍历顺序包括前序遍历（根节点、左子树、右,遍历,访问,3,37,CON,CON
二叉树遍历的核心特征是按照某种特定顺序访问二叉树中的每个节点且每个节点仅被访问一次，遍历顺序包括前序遍历（根节点、左子树、右,遍历,遍历,3,42,CON,CON
二叉树遍历的核心特征是按照某种特定顺序访问二叉树中的每个节点且每个节点仅被访问一次，遍历顺序包括前序遍历（根节点、左子树、右,遍历,根节点,3,53,CON,CON
二叉树遍历的核心特征是按照某种特定顺序访问二叉树中的每个节点且每个节点仅被访问一次，遍历顺序包括前序遍历（根节点、左子树、右,二叉树,遍历,21,50,CON,CON
二叉树遍历的核心特征是按照某种特定顺序访问二叉树中的每个节点且每个节点仅被访问一次，遍历顺序包括前序遍历（根节点、左子树、右,二叉树,二叉树,21,0,CON,CON
二叉树遍历的核心特征是按照某种特定顺序访问二叉树中的每个节点且每个节点仅被访问一次，遍历顺序包括前序遍历（根节点、左子树、右,二叉树,左子树,21,57,CON,CON
