sentence,relation,head,tail,head_offset,tail_offset
抽象数据类型具有数据抽象和行为抽象，数据抽象指用数据类型描述数据对象集，行为抽象指用一组操作描述数据对象上的抽象运算,b-belg,抽象数据类型,数据类型,0,24
二叉搜索树是一种二叉树，其每个节点的左子树中的所有节点的值均小于该节点的值，且右子树中的所有节点的值均大于该节点的值,b-belg,二叉搜索树,二叉树,0,8
无向图是一个二元组，其中一个元素是由顶点组成的非空有限集合，另一个元素是由顶点的无序对构成的边集合，且边集合中的元素,belg,无向图,集合,0,27
子节点是树结构中与父节点直接相连且处于较低层次的节点，它具有与父节点特定的关联关系，在数据组织和操作中扮演着相应角色,belg,子节点,父节点,0,9
线性查找是从数据序列的第一个元素开始，依次将每个元素与要查找的值进行比较，直到找到该值或遍历完整个序列为止的查找方法,syno,查找,查找,2,28
邻接矩阵是用一个二维数组来表示图中顶点之间邻接关系的矩阵，其中矩阵元素的值表示对应顶点之间是否有边相连及边的相关信息,rely,邻接矩阵,数组,0,10
平衡二叉树是一种二叉排序树，其中每个节点的左子树和右子树的高度差的绝对值不超过1，并且左右两个子树都是一棵平衡二叉树,b-belg,平衡二叉树,排序,0,10
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,belg,选择排序,排序,0,10
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,belg,选择排序,排序,0,10
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,belg,选择排序,排序,0,10
父节点是树结构中直接位于某一节点之上的节点，它具有指向子节点的连接关系，是子节点的直接前驱，在树的层次结构中处于比子,rely,父节点,子节点,0,27
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,belg,选择排序,排序,0,10
平衡二叉树是一种二叉排序树，其中每个节点的左子树和右子树的高度差的绝对值不超过1，并且左右两个子树都是一棵平衡二叉树,b-belg,平衡二叉树,排序,0,10
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,belg,选择排序,排序,0,10
有向图是一种由顶点集合以及顶点间的有向边集合组成的数据结构，其中每条有向边都具有明确的方向，从一个顶点指向另一个顶点,belg,有向图,集合,0,9
根节点是树结构中没有前驱节点且位于树顶端的起始节点，它是整个树结构中层次最高的节点，其他节点都直接或间接连接在它之下,none,根节点,前驱节点,0,10
邻接表是一种用于表示图的数据结构，它通过为图中的每个顶点建立一个链表，链表中的节点表示与该顶点相邻的顶点及其相关信息,belg,邻接表,链表,0,32
回溯法基础的定义的核心性质是在问题的解空间树中，按深度优先策略从根节点出发搜索解空间树，搜索至解空间树的任一节点时，,rely,回溯法,根节点,0,32
平衡二叉树是一种二叉排序树，其中每个节点的左子树和右子树的高度差的绝对值不超过1，并且左右两个子树都是一棵平衡二叉树,b-belg,平衡二叉树,排序,0,10
平衡二叉树是一种二叉排序树，其中每个节点的左子树和右子树的高度差的绝对值不超过1，并且左右两个子树都是一棵平衡二叉树,b-belg,平衡二叉树,排序,0,10
数据的物理结构的特点的核心性质包括数据元素在计算机存储空间中的存储方式以及数据元素之间的逻辑关系在计算机中的表示形式,belg,物理结构,数据元素,3,17
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,belg,选择排序,排序,0,10
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,belg,选择排序,排序,0,10
递归基础是递归算法中最简单的情况，通常是问题的最小规模或最基本形式，它直接返回一个已知的结果而不进行进一步的递归调用,belg,递归基础,递归,0,5
回溯法基础的特点是在包含问题的所有解的解空间树中，按照深度优先搜索的策略，从根节点出发搜索解空间树，当探索到某一节点,rely,回溯法,深度优先搜索,0,27
顺序查找是从数据序列的第一个元素开始，依次将每个元素与要查找的关键字进行比较，直到找到匹配的元素或遍历完整个序列为止,belg,顺序查找,查找,0,28
二分查找是一种在有序数组中通过不断将区间减半来查找特定元素，具有效率较高、平均时间复杂度为对数级但要求数组有序的特点,rely,二分查找,数组,0,10
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,belg,选择排序,排序,0,10
数据的逻辑结构是指数据元素之间的逻辑关系，它独立于数据的存储结构，并且与数据的运算无关，只关注数据元素之间的关联方式,rely,逻辑结构,数据元素,3,9
邻接表的核心特征是用链表来表示图中顶点的邻接关系，对于图中的每个顶点，都有一个链表与之对应，链表中存储了与该顶点相邻,rely,邻接表,链表,0,10
二叉树遍历是按照某种特定顺序访问二叉树中每个节点一次且仅一次的操作方式，分为前序遍历（根左右）、中序遍历（左根右）、,rely,二叉树,遍历,0,3
二叉树遍历的核心特征是通过特定顺序访问二叉树中的每个节点，先序遍历是先访问根节点再递归访问左子树和右子树，中序遍历是,rely,二叉树,遍历,0,3
树的查找是在树结构中按照特定规则寻找特定元素，其核心性质包括若树为空则查找失败，若树非空则将根节点与待查找元素比较，,syno,查找,查找,2,35
平衡二叉树是一种二叉排序树，其中每个节点的左子树和右子树的高度差的绝对值不超过1，并且左右两个子树都是一棵平衡二叉树,b-belg,平衡二叉树,排序,0,10
树的高度是从根节点到最远叶子节点的最长简单路径上的边数，它反映了树的层次结构深度及节点分布范围等特点，体现了树在垂直,rely,树的高度,根节点,0,6
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,belg,选择排序,排序,0,10
选择排序是每一趟从待排序的数据元素中选出最小（或最大）的一个元素，存放在序列的起始位置，直到全部待排序的数据元素排完,belg,选择排序,排序,0,10
平衡二叉树是一种二叉排序树，其中每个节点的左子树和右子树的高度差的绝对值不超过1，并且左右两个子树都是一棵平衡二叉树,b-belg,平衡二叉树,排序,0,10
堆排序是一种基于堆这种数据结构进行排序的算法，它将待排序数据构建成一个堆，通过不断取出堆顶元素并调整堆结构来实现排序,rely,堆排序,堆,0,8
循环链表是一种链表，其尾节点的指针指向头节点，从而形成一个环形结构，使得从链表中的任何一个节点出发都可以遍历整个链表,b-belg,循环链表,链表,0,7
有向图的核心特征是其边具有方向性，即从一个顶点指向另一个顶点，这种方向性决定了图中顶点之间的关系是单向的，与无向图边,anto,有向图,无向图,0,54
无向图是一种图结构，由顶点集合和边集合组成，其中边是没有方向的，即边所连接的两个顶点之间的关系是对称的，不存在从一个,b-belg,无向图,图,0,6
根节点是树结构中的一个特殊节点，它没有父节点，是树的起始点，所有其他节点都直接或间接连接到根节点，在树的遍历等操作中,none,根节点,父节点,0,19
回溯法基础的特点是按深度优先策略，从根节点出发搜索解空间树，在搜索至某一节点时先判断该节点是否包含问题的解，若不包含,rely,回溯法,根节点,0,18
顺序查找是从线性表的一端开始，依次将表中元素与给定值进行比较，若找到则返回该元素的位置，若遍历完整个表仍未找到则返回,rely,顺序查找,线性表,0,6
回溯法基础的特点是在包含问题的所有解的解空间树中，按照深度优先搜索策略，从根节点出发搜索解空间树，当探索到某一节点时,rely,回溯法,深度优先搜索,0,27
广度优先搜索是一种从起始节点开始，按照层次依次访问节点，先访问距离起始节点近的节点，直至遍历完所有可达节点的搜索算法,rely,广度优先搜索,访问,0,23
若它的右子树不空，则右子树上,none,右子树,右子树,3,10
树是一种非线性的数据结构，它有一个根节点，根节点可以有零个或多个子节点，每个子节点又可以有零个或多个子节点，以此类推，,none,根节点,根节点,17,21
树中没有子节点的节点即叶子节点,none,子节点,叶子节点,4,11
二叉树每个节点最多有两个子节点,belg,二叉树,子节点,0,12
树中没有子节点的节点即叶子节点,none,子节点,叶子节点,4,11
叶子节点的核心特征是没有子节点,none,叶子节点,子节点,0,12
线性表是n个数据元素的有限序列,belg,线性表,数据元素,0,6
二叉树每个节点最多有两个子节点,belg,二叉树,子节点,0,12
数组是相同类型数据元素的有序集合,belg,数组,数据元素,0,7
树中没有子节点的节点即叶子节点,none,子节点,叶子节点,4,11
循环链表是一种首尾相连的链表结构,b-belg,循环链表,链表,0,12
数组是相同类型数据元素的有序集合,belg,数组,数据元素,0,7
循环链表是一种首尾相连的链表结构,b-belg,循环链表,链表,0,12
循环链表是一种首尾相连的链表结构,b-belg,循环链表,链表,0,12
树中没有子节点的节点就是叶子节点,b-belg,子节点,叶子节点,4,12
循环链表是一种首尾相连的链表结构,b-belg,循环链表,链表,0,12
数组是相同类型数据元素的有序集合,belg,数组,数据元素,0,7
堆排序是利用堆结构进行排序的算法,rely,堆排序,堆,0,6
循环链表是一种首尾相连的链表结构,b-belg,循环链表,链表,0,12
树中没有前驱节点的节点即为根节点,none,前驱节点,根节点,4,13
堆排序是利用堆结构进行排序的算法,rely,堆排序,堆,0,6
树中没有子节点的节点就是叶子节点,b-belg,子节点,叶子节点,4,12
循环链表是一种首尾相连的链表结构,b-belg,循环链表,链表,0,12
数组是存储相同类型数据的有序集合,b-belg,数组,集合,0,14
数组是相同类型数据元素的有序集合,belg,数组,数据元素,0,7
数组是存储相同类型数据的有序集合,b-belg,数组,集合,0,14
数组是存储相同类型数据的有序集合,b-belg,数组,集合,0,14
线性表数据元素一对一相邻且有顺序,belg,线性表,数据元素,0,3
循环链表是一种首尾相连的链表结构,b-belg,循环链表,链表,0,12
堆排序是利用堆结构进行排序的算法,rely,堆排序,堆,0,6
数组是相同类型数据元素的有序集合,belg,数组,数据元素,0,7
循环链表是一种首尾相连的链表结构,b-belg,循环链表,链表,0,12
树中没有子节点的节点就是叶子节点,b-belg,子节点,叶子节点,4,12
循环链表是一种首尾相连的链表结构,b-belg,循环链表,链表,0,12
树中没有子节点的节点就是叶子节点,b-belg,子节点,叶子节点,4,12
树中没有子节点的节点就是叶子节点,b-belg,子节点,叶子节点,4,12
数组是相同类型数据元素的有序集合,belg,数组,数据元素,0,7
循环链表是一种首尾相连的链表结构,b-belg,循环链表,链表,0,12
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
回路是图中一条起点和终点相同的路径,b-belg,回路,路径,0,15
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树中没有子节点的末端节点,b-belg,叶子节点,子节点,0,9
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树中没有子节点的末端节点,b-belg,叶子节点,子节点,0,9
连通图中任意两个顶点之间都存在路径,rely,连通图,路径,0,15
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
单链表通过节点指针依次相连存储数据,rely,单链表,指针,0,7
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
若任意节点的右子树不空，则右子树上,none,右子树,右子树,6,13
选择基准元素分治排序使数组快速有序,rely,排序,数组,8,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
连通图中任意两个顶点之间都存在路径,rely,连通图,路径,0,15
叶子节点是一棵树中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
连通图中任意两个顶点之间都存在路径,rely,连通图,路径,0,15
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-rely,叶子节点,子节点,0,11
线性表是n个数据元素构成的有限序列,belg,线性表,数据元素,0,6
叶子节点是树中没有子节点的末端节点,b-belg,叶子节点,子节点,0,9
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
连通图中任意两个顶点之间都存在路径,rely,连通图,路径,0,15
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是一棵树中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是一棵树中没有子节点的节点,b-belg,叶子节点,子节点,0,11
连通图中任意两个顶点之间都存在路径,rely,连通图,路径,0,15
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是一棵树中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是一棵树中没有子节点的节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
连通图中任意两个顶点之间都存在路径,rely,连通图,路径,0,15
叶子节点是树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,11
交换排序通过比较交换元素位置实现排序,rely,交换排序,排序,0,16
树的节点包含数据且有指向子节点的链接,belg,树的节点,子节点,0,12
数组是存储相同数据类型元素的有序集合,rely,数组,数据类型,0,7
叶子节点是数据结构中没有子节点的节点,b-belg,叶子节点,子节点,0,12
堆排序是利用堆结构进行排序的一种算法,rely,堆排序,堆,0,6
堆排序是利用堆结构特性进行排序的算法,rely,堆排序,堆,0,6
树中数据元素及指向子树的分支构成节点,none,数据元素,子树,2,9
线性表是零个或多个数据元素的有限序列,belg,线性表,数据元素,0,9
叶子节点是数据结构中没有子节点的节点,b-belg,叶子节点,子节点,0,12
数组是存储相同数据类型元素的有序集合,rely,数组,数据类型,0,7
选择基准分区递归排序以达快速有序效果,rely,递归,排序,6,8
堆排序是利用堆结构特性进行排序的算法,rely,堆排序,堆,0,6
堆排序是利用堆结构特性进行排序的算法,rely,堆排序,堆,0,6
树结构中没有子节点的节点就是叶子节点,none,子节点,叶子节点,6,14
线性表是零个或多个数据元素的有限序列,belg,线性表,数据元素,0,9
线性表是零个或多个数据元素的有限序列,belg,线性表,数据元素,0,9
线性表是零个或多个数据元素的有限序列,belg,线性表,数据元素,0,9
堆排序是利用堆结构特性进行排序的算法,rely,堆排序,堆,0,6
堆排序是利用堆结构特性进行排序的算法,rely,堆排序,堆,0,6
线性表是数据元素按顺序排列的有限序列,belg,线性表,数据元素,0,4
邻接表通过链表存储顶点及邻接顶点信息,rely,邻接表,链表,0,5
树中数据元素及指向子树的分支构成节点,none,数据元素,子树,2,9
树的节点包含数据且有指向子节点的链接,belg,树的节点,子节点,0,12
堆排序是利用堆结构特性进行排序的算法,rely,堆排序,堆,0,6
线性表是零个或多个数据元素的有限序列,belg,线性表,数据元素,0,9
堆排序是利用堆结构进行排序的一种算法,rely,堆排序,堆,0,6
堆排序是利用堆结构特性进行排序的算法,rely,堆排序,堆,0,6
堆排序是利用堆结构进行排序的高效算法,rely,堆排序,堆,0,6
数组是存储相同数据类型元素的有序集合,rely,数组,数据类型,0,7
数组是具有相同数据类型元素的有序集合,rely,数组,数据类型,0,7
数组是具有相同数据类型元素的有序集合,rely,数组,数据类型,0,7
树中数据元素及指向子树的分支构成节点,none,数据元素,子树,2,9
线性表是数据元素一对一排列的有限序列,belg,线性表,数据元素,0,4
回路是从一点出发又回到该点的闭合路径,belg,回路,路径,0,16
叶子节点是数据结构中没有子节点的节点,b-belg,叶子节点,子节点,0,12
堆排序是利用堆结构进行排序的一种算法,rely,堆排序,堆,0,6
叶子节点是数据结构中没有子节点的节点,b-belg,叶子节点,子节点,0,12
叶子节点是数据结构中没有子节点的节点,b-belg,叶子节点,子节点,0,12
堆排序是利用堆结构进行排序的高效算法,rely,堆排序,堆,0,6
叶子节点是数据结构中没有子节点的节点,b-belg,叶子节点,子节点,0,12
堆排序是利用堆结构特性进行排序的算法,rely,堆排序,堆,0,6
数组是具有相同数据类型元素的有序集合,b-belg,数组,数据类型,0,7
二叉树的子树有左右之分，次序不能颠倒,belg,二叉树,子树,0,4
数组是具有相同数据类型元素的有序集合,rely,数组,数据类型,0,7
堆排序是利用堆结构特性进行排序的算法,rely,堆排序,堆,0,6
堆排序是利用堆结构特性进行排序的算法,rely,堆排序,堆,0,6
堆排序是利用堆结构进行排序的一种算法,rely,堆排序,堆,0,6
叶子节点是树结构中没有子节点的末端节点,none,叶子节点,子节点,0,11
根节点是树形结构起始点无父节点有子节点,none,根节点,父节点,0,12
二叉树是每个节点最多有两个子树的树结构,belg,二叉树,子树,0,13
二叉树是每个节点最多有两个子树的树结构,belg,二叉树,子树,0,13
线性结构数据元素间存在一对一的线性关系,belg,线性结构,数据元素,0,4
图中任意两点都存在路径相连的图是连通图,rely,路径,连通图,9,16
树是一种分层数据结构包含根节点和子节点,none,根节点,子节点,12,16
叶子节点是树结构中没有子节点的末端节点,b-belg,叶子节点,子节点,0,11
堆排序利用堆结构特性对数据进行排序操作,rely,堆排序,堆,0,5
二叉树是每个节点最多有两个子树的树结构,belg,二叉树,子树,0,13
线性结构中数据元素存在一对一的线性关系,belg,线性结构,数据元素,0,5
比较排序通过元素间比较确定最终排序顺序,rely,比较排序,排序,0,15
连通图是任意两个顶点之间都存在路径的图,rely,连通图,路径,0,15
线性结构中数据元素存在一对一的线性关系,belg,线性结构,数据元素,0,5
叶子节点是树结构中没有子节点的末端节点,none,叶子节点,子节点,0,11
树是一种分层数据结构包含根节点及子节点,none,根节点,子节点,12,16
数据逻辑结构指数据元素间抽象的逻辑关系,rely,逻辑结构,数据元素,2,7
叶子节点是树结构中没有子节点的末端节点,b-belg,叶子节点,子节点,0,11
交换排序通过比较交换元素位置来实现排序,rely,交换排序,排序,0,17
线性结构中数据元素存在一对一的线性关系,belg,线性结构,数据元素,0,5
线性结构中数据元素存在一对一的线性关系,belg,线性结构,数据元素,0,5
交换排序通过比较交换元素位置来完成排序,rely,交换排序,排序,0,17
根节点是树结构起始点无父节点有子节点等,none,根节点,父节点,0,11
线性结构中数据元素存在一对一的线性关系,belg,线性结构,数据元素,0,5
数据逻辑结构是数据元素间逻辑关系的整体,belg,逻辑结构,数据元素,2,7
叶子节点是树结构中没有子节点的末端节点,b-belg,叶子节点,子节点,0,11
二叉树是每个节点最多有两个子树的树结构,belg,二叉树,子树,0,13
线性结构中数据元素存在一对一的线性关系,belg,线性结构,数据元素,0,5
叶子节点是树结构中没有子节点的末端节点,none,叶子节点,子节点,0,11
非线性结构中数据元素之间存在多对多关系,belg,非线性结构,数据元素,0,6
线性结构中数据元素存在一对一的线性关系,belg,线性结构,数据元素,0,5
二叉树是每个节点最多有两个子树的树结构,belg,二叉树,子树,0,13
线性结构中数据元素存在一对一的线性关系,belg,线性结构,数据元素,0,5
连通图中任意两个顶点之间都存在路径相连,rely,连通图,路径,0,15
连通图中任意两个顶点之间都存在路径相连,rely,连通图,路径,0,15
叶子节点是指在树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,13
树是一种分层数据结构包含根节点及子节点,none,根节点,子节点,12,16
二叉树是每个节点最多有两个子树的树结构,belg,二叉树,子树,0,13
邻接表以链表形式存储图中顶点及邻接关系,belg,邻接表,链表,0,4
在树结构中通过特定路径查找特定节点元素,rely,路径,查找,9,11
图中任意两点都存在路径相连的图是连通图,rely,路径,连通图,9,16
线性结构中数据元素存在一对一的线性关系,belg,线性结构,数据元素,0,5
队列特点是先进先出，元素按顺序入队出队,rely,队列,入队,0,15
二叉树是每个节点最多有两个子树的树结构,belg,二叉树,子树,0,13
线性结构中数据元素存在一对一的线性关系,belg,线性结构,数据元素,0,5
链表是通过指针将节点连接起来的数据结构,rely,链表,指针,0,5
二叉树是每个节点最多有两个子树的树结构,belg,二叉树,子树,0,13
叶子节点是树结构中没有子节点的末端节点,b-belg,叶子节点,子节点,0,11
叶子节点是树结构中没有子节点的末端节点,b-belg,叶子节点,子节点,0,11
连通图中任意两个顶点之间都存在路径相连,rely,连通图,路径,0,15
叶子节点是指在树结构中没有子节点的节点,b-belg,叶子节点,子节点,0,13
数据逻辑结构是数据元素间逻辑关系的整体,belg,逻辑结构,数据元素,2,7
通过分治策略将数组分成两部分并递归排序,rely,数组,递归,7,15
线性结构中数据元素存在一对一的线性关系,belg,线性结构,数据元素,0,5
选择基准分两部分递归排序以实现快速排序,rely,递归,排序,8,10
连通图中任意两个顶点之间都存在路径相连,rely,连通图,路径,0,15
叶子节点是树结构中没有子节点的末端节点,none,叶子节点,子节点,0,11
连通图中任意两个顶点之间都存在路径相连,rely,连通图,路径,0,15
线性结构中数据元素存在一对一的线性关系,belg,线性结构,数据元素,0,5
连通图中任意两个顶点之间都存在路径相连,rely,连通图,路径,0,15
线性结构中数据元素存在一对一的线性关系,belg,线性结构,数据元素,0,5
交换排序通过比较交换元素位置来实现排序,rely,交换排序,排序,0,17
数据逻辑结构是数据元素间逻辑关系的整体,belg,逻辑结构,数据元素,2,7
二叉树是每个节点最多有两个子树的树结构,belg,二叉树,子树,0,13
叶子节点是树结构中没有子节点的末端节点,b-belg,叶子节点,子节点,0,11
连通图中任意两个顶点之间都存在路径相连,rely,连通图,路径,0,15
数据逻辑结构是数据元素间逻辑关系的整体,belg,逻辑结构,数据元素,2,7
双向链表节点有前驱和后继指针可双向遍历,belg,双向链表,指针,0,12
交换排序通过比较交换元素位置来实现排序,rely,交换排序,排序,0,17
图中任意两点都存在路径相连的图是连通图,rely,路径,连通图,9,16
连通图是图中任意两点都存在路径相连的图,rely,连通图,路径,0,13
根节点是树结构起始点，无父节点有子节点,none,根节点,父节点,0,12
队列特点是先进先出，元素按顺序入队出队,rely,队列,入队,0,15
连通图是图中任意两点都存在路径相连的图,rely,连通图,路径,0,13
叶子节点是树结构中没有子节点的末端节点,none,叶子节点,子节点,0,11
线性结构中数据元素存在一对一的线性关系,belg,线性结构,数据元素,0,5
树是一种分层数据结构包含根节点和子节点,none,根节点,子节点,12,16
队列特点是先进先出，元素按顺序入队出队,rely,队列,入队,0,15
数据逻辑结构是数据元素间逻辑关系的整体,belg,逻辑结构,数据元素,2,7
非线性结构中数据元素之间的关系不呈线性,belg,非线性结构,数据元素,0,6
连通图是任意两个顶点之间都存在路径的图,rely,连通图,路径,0,15
选择基准值分治将数组分成两部分递归排序,rely,数组,递归,8,15
队列特点是先进先出，元素按顺序入队出队,rely,队列,入队,0,15
交换排序通过比较交换元素位置来实现排序,rely,交换排序,排序,0,17
连通图中任意两个顶点之间都存在路径相连,rely,连通图,路径,0,15
数据逻辑结构是数据元素间逻辑关系的整体,belg,逻辑结构,数据元素,2,7
非线性结构中数据元素之间的关系不呈线性,belg,非线性结构,数据元素,0,6
二叉树是每个节点最多有两个子树的树结构,belg,二叉树,子树,0,13
二叉树是每个节点最多有两个子树的树结构,belg,二叉树,子树,0,13
叶子节点是指在树状结构中没有子节点的节点,b-belg,叶子节点,子节点,0,14
回路是图中从某顶点出发又回到该顶点的路径,b-belg,回路,路径,0,18
在树结构中，没有子节点的节点即为叶子节点,b-belg,子节点,叶子节点,8,16
堆排序是利用堆结构进行排序的一种排序算法,rely,堆排序,堆,0,6
连通图中任意两点之间都存在路径可相互到达,rely,连通图,路径,0,13
数据逻辑结构核心概念是数据元素间逻辑关系,rely,逻辑结构,数据元素,2,11
在有序数组中通过不断折半查找目标值的方法,rely,数组,查找,3,12
回路是图中从一顶点出发又回到该顶点的路径,b-belg,回路,路径,0,18
满二叉树是每一层节点数都达到最大的二叉树,b-belg,满二叉树,二叉树,0,17
回路是在电路中电流能够循环流动的闭合路径,belg,回路,路径,0,18
双向链表是节点含前驱和后继指针的链表结构,belg,双向链表,指针,0,13
双向链表是节点含前驱和后继指针的链表结构,belg,双向链表,指针,0,13
连通图中任意两点之间都存在路径可相互连通,rely,连通图,路径,0,13
循环链表是尾节点指针指向头节点的链表结构,rely,循环链表,尾节点,0,5
回路是图中从某顶点出发又回到该顶点的路径,b-belg,回路,路径,0,18
数据逻辑结构核心概念是数据元素间逻辑关系,rely,逻辑结构,数据元素,2,11
连通图中任意两点之间都存在路径可相互连通,rely,连通图,路径,0,13
回路是从某节点出发又回到该节点的闭合路径,belg,回路,路径,0,18
数组是相同类型数据的有序集合通过下标访问,b-belg,数组,集合,0,12
线性表是数据元素按线性关系排列的有限序列,belg,线性表,数据元素,0,4
根节点是树结构中位于顶端没有父节点的节点,none,根节点,父节点,0,14
线性结构数据元素之间存在一对一的线性关系,belg,线性结构,数据元素,0,4
数据逻辑结构核心概念是数据元素间逻辑关系,rely,逻辑结构,数据元素,2,11
叶子节点是指在树状结构中没有子节点的节点,b-belg,叶子节点,子节点,0,14
交换排序是通过元素交换位置实现排序的方法,rely,交换排序,排序,0,15
堆排序是利用堆结构进行排序的一种排序算法,rely,堆排序,堆,0,6
树是一种非线性数据结构有根节点及子树关系,none,根节点,子树,12,16
满二叉树是每一层节点数都达到最大的二叉树,b-belg,满二叉树,二叉树,0,17
